id,car_id,owner_id,vin,gos_num,mark,model,horse_power,car_weight,sts_serial,sts_num,engine_type,car_class,release_date,reg_date
964,1821,722,5BTXX233NRPIX9GNM,О570ТВ35,Volkswagen,Passat,276,2195,6845,161714,hybrid,D,2017-12-24,2018-02-09
965,1534,568,6KDKWVE3REKESRUQM,А011СК94,Volkswagen,Passat,158,1884,7023,699213,diesel,M,2017-09-27,2018-02-13
966,430,656,0GZ8VBPZK6O9AW4XB,С634КК32,Hyundai,Tucson,775,1259,4246,832307,diesel,J,2005-08-04,2022-05-11
967,1188,234,6WET5BQ3FFJHNU28V,А748НТ43,BMW,X5,162,3346,8025,830454,diesel,F,2022-01-21,2022-07-23
968,981,350,FECEMZ67G4UGTHWAQ,О553ЕА23,Ford,Mustang,356,2253,1846,474922,electric,D,2023-08-30,2024-08-07
969,958,528,SOZ9YR7NFU5X1O8VV,Е119АХ37,Hyundai,Tucson,655,3074,3576,649125,hybrid,F,2014-05-13,2018-10-06
970,1822,347,3R0IP1WM3OJ4CUXLZ,М182РМ48,Toyota,Prius,124,2137,4929,540099,hybrid,C,2022-12-04,2024-08-01
971,342,933,IQW1J5ET0SH43LJCT,Е277КВ18,Hyundai,Tucson,711,3184,6645,846803,petrol,B,2017-07-28,2023-06-19
972,536,758,K2VWMSTEROMCTUOKD,Т176РУ16,Ford,Mustang,261,994,1517,396038,hybrid,B,2024-12-10,2025-01-26
973,108,533,3FRNMINQ89SB7PTJ8,А431РН77,Audi,A3,314,1570,9085,262884,electric,S,2005-12-08,2023-11-07
974,1252,798,KOYNG02TA6PYC9HX1,К785ТЕ38,Ford,Focus,575,1376,9118,921211,diesel,M,2021-06-07,2021-11-25
975,974,137,HCGPMP6UMC9YNFF7R,Х605ЕМ39,Mercedes,G-Class,510,3420,1345,297429,electric,F,2012-08-03,2015-06-09
976,1224,37,UEQBSOGC1J6QBRAOB,Т503УТ52,Ford,Explorer,566,2225,8014,676587,petrol,S,2008-12-10,2018-01-31
977,684,270,G62AQN31O7Q8ZEIIQ,Х542ВО96,Mercedes,C-Class,275,1279,6064,998750,petrol,E,2020-06-10,2021-09-18
978,80,593,MJ6MRV71Q0W880FM4,О914ЕН99,Volkswagen,Passat,145,1783,8308,114291,diesel,F,2010-08-06,2019-08-07
979,1394,846,7TZNPXGERZ5Z3EP1O,Е820ВН91,Ford,Focus,544,2043,8402,771395,petrol,D,2005-08-23,2011-08-18
980,150,410,DZCUGIMO8J4PROAEK,У371ТХ59,Toyota,Land Cruiser,514,1443,3612,799913,diesel,E,2017-05-02,2021-09-29
981,1961,913,WRETOP03H259ZML4A,Т335ОУ84,Honda,Pilot,643,1474,8638,105369,electric,B,2018-11-19,2021-08-31
982,1000,800,FGMPVIVREXBX58DLZ,М514МХ00,Honda,Pilot,695,1726,2900,330866,electric,F,2019-08-04,2021-08-01
983,980,546,MR4YU6SX1MNW7M6P2,К289СС41,Ford,F-150,78,1591,4034,946371,hybrid,S,2024-07-27,2024-11-26
984,408,379,F748SU9LJERVDLATG,Р636ТС83,BMW,X5,669,967,6987,605068,electric,A,2005-06-12,2014-03-19
985,1750,952,WFH52MRBTRR8OJISR,М326УМ97,Honda,CR-V,216,1084,1359,518515,diesel,J,2017-08-30,2024-09-05
986,1406,442,HPGQ8SEH5RQRDGITK,В928ТА04,Honda,Pilot,87,3116,2916,795923,diesel,D,2020-04-10,2022-07-04
987,1256,399,NWZL0RG4N68Q74AP7,О181КС79,Hyundai,Tucson,542,2109,4573,945650,electric,S,2006-10-14,2018-08-25
988,297,853,ML1MUX2EFWA5NAHOV,У281ХТ28,Toyota,Camry,786,1236,3441,959952,diesel,S,2008-12-29,2017-01-24
989,1364,74,64KIOPWR7Q8QAYOWJ,Х357РК99,Kia,Sorento,633,2407,7109,940469,diesel,S,2007-02-05,2021-03-13
990,1796,299,WK0KV6925C2O6ML9A,Е684СЕ68,BMW,5 Series,489,1056,1658,254880,petrol,B,2011-04-29,2016-11-04
991,376,314,B4EZW5O0FDP5N1PEI,Р678НТ08,Volkswagen,Passat,542,3173,9794,975364,hybrid,J,2023-05-11,2024-11-13
992,619,446,6O3SGBKP7Y4QWPSHU,М371СУ34,Audi,A6,83,2342,2978,501728,hybrid,A,2023-02-11,2025-01-12
993,23,217,0D1IM7NAKOFOOKZS3,Т914ВА56,Mercedes,S-Class,254,2754,5409,756832,petrol,F,2009-08-06,2010-05-30
994,169,192,8E1JATTT8N021GLJR,О972КУ68,Lexus,NX,555,1566,3041,942037,diesel,A,2005-11-25,2010-04-01
995,1582,750,9WSL75QXKXFOXA9Q6,С503ЕК03,Kia,Sorento,348,1453,5541,553225,petrol,A,2015-01-15,2020-07-02
996,718,221,8NJ8EVD2E2WT1LGPY,А933УМ69,Kia,Cerato,720,2011,2527,443859,petrol,D,2013-12-03,2017-04-07
997,21,167,U8GJPTQLUDW9HH56O,О970СН51,Toyota,Camry,761,2257,1981,582312,diesel,C,2010-03-11,2015-05-16
998,1825,774,CB8E02HYFOJ8PZ213,О428АК32,Volkswagen,Polo,185,2729,1085,957945,hybrid,B,2017-12-20,2020-05-18
999,835,290,B1M1MD1D2ZR7JY2C0,С034ОО24,Toyota,Land Cruiser,343,3488,6363,166431,diesel,S,2021-12-18,2022-05-09
1000,434,157,EEAHX24SSGKWI8WBH,С871МС82,BMW,X3,500,2642,7442,504849,electric,M,2020-02-15,2020-06-11
1001,1619,865,IAYAA305AI4SOS7IW,Т210РЕ50,Hyundai,Solaris,429,1105,3592,851915,diesel,C,2012-03-29,2022-03-27
1002,826,19,CME5EZG0RWK5QJRCF,С642РУ00,Lexus,RX,740,914,5861,295330,diesel,D,2010-03-31,2017-05-19
1003,814,639,R4YQ15DVG5LMQILHK,А114НК67,Toyota,Prius,597,1616,4262,110792,hybrid,S,2013-10-24,2019-10-30
1004,1154,585,HK8YBGINIPGZ57N2G,Н625КВ11,Lexus,LS,326,2977,3225,971475,petrol,M,2006-03-17,2007-02-23
1005,1652,476,SR419H05NTRNY9KMV,Т886КК30,Volkswagen,Touareg,378,1274,1097,377264,petrol,E,2021-05-04,2025-01-23
1006,500,986,NZ1IA5IX5XXC67PW6,Н088ММ00,Toyota,Land Cruiser,171,2584,7896,855097,hybrid,D,2023-01-21,2023-10-13
1007,393,201,564KU40AZGYX4FSU2,А191ММ91,Lexus,RX,377,816,4402,990847,electric,S,2016-09-18,2023-05-18
1008,665,551,4GYEQ15ESOTCVD05N,С164КК04,Volkswagen,Polo,532,1213,4084,944063,electric,S,2006-07-01,2014-02-19
1009,118,4,L27R0VETUCF0U9UKA,В062НХ59,Kia,Cerato,291,2572,4894,154801,diesel,A,2025-02-22,2025-03-30
1010,1950,521,27SBBXC2XAC60NQ08,К903КС71,BMW,5 Series,494,2877,2105,967366,petrol,S,2005-05-18,2008-01-07
1011,281,229,HVMV6KMT9QGUH1BMU,К708ХЕ15,Lexus,NX,749,2896,8283,779596,diesel,J,2017-09-24,2023-04-12
1012,1471,48,Q7WB1H6QWTEZBE5W2,Р018АВ11,Volkswagen,Tiguan,305,1409,4103,904471,electric,C,2007-12-26,2023-11-17
1013,228,112,OMB7JCBOQ934DI9V0,У205НХ05,BMW,5 Series,734,3099,5935,106537,hybrid,M,2007-10-04,2012-10-13
1014,1395,900,YOX77YYU83YOENYXO,Е316УН20,Mercedes,GLE,494,3429,3949,122189,petrol,D,2011-07-01,2015-12-30
1015,1646,258,TD3U625T1ZZV1N04Y,О089ВТ44,Lexus,LS,202,2915,1636,144555,diesel,S,2014-02-19,2022-11-29
1016,444,710,IK13KJ5Q12K6CHZEH,О374НК49,Audi,A6,674,2797,9063,586501,hybrid,J,2008-02-17,2021-09-24
1017,657,542,B24UK0XS1G4W04QWA,М404ВЕ12,Lexus,ES,667,2593,4323,912368,electric,F,2022-09-23,2023-10-09
1018,697,971,WZ9MOQW7O8Y4TGZNR,Х083КС91,Mercedes,GLE,428,1520,4982,553674,electric,C,2013-01-20,2018-04-16
1019,1461,441,OSJ2FJ3I98B4GZAGC,Н545АК81,Hyundai,Solaris,764,1406,4915,479417,electric,A,2015-10-21,2017-06-18
1020,105,828,7SIEZCV0D99XHCWDT,К764КТ43,Honda,Civic,111,2933,9104,468548,hybrid,A,2023-09-23,2024-01-11
1021,543,793,3T47ETDVKCT37V4B6,С308ТМ31,Mercedes,S-Class,68,2752,9997,572213,electric,B,2020-12-19,2024-11-13
1022,32,964,OM1LILDRUWL6G66C7,Н855КК03,Audi,A4,546,1585,6559,621111,electric,J,2018-07-27,2021-11-14
1023,1053,566,R57IG8PA8075630H8,С619ХР88,Honda,Civic,744,2806,3473,418593,diesel,M,2007-12-14,2010-12-20
1024,335,688,PJUQKC3NPCQT0ZA8Q,Х624МВ98,Toyota,Land Cruiser,693,1737,9936,595117,petrol,F,2017-12-29,2023-10-19
1025,1229,212,471LLAMYBJ89YB35S,Х342КХ10,Toyota,Corolla,67,1669,3770,354522,diesel,F,2016-08-17,2023-04-30
1026,1286,869,520ZKG31X9S1Q1U68,Н950КХ84,Ford,F-150,753,1821,1842,692111,petrol,S,2017-09-09,2022-11-07
1027,881,665,3650QV2PT5WHNZVXI,А186ЕА01,Ford,Focus,218,1872,3094,174338,petrol,M,2010-03-31,2014-12-06
1028,1096,603,V4JNDP9Z4P1QF8RO8,У418МВ03,Lexus,RX,297,2168,8859,288530,petrol,C,2015-12-21,2017-05-23
1029,1131,347,WFITMSWFKVTTFNRPK,М936ТР12,Toyota,Camry,339,1085,3946,541713,hybrid,F,2009-05-06,2018-04-14
1030,110,976,BGWI9KE3Z8PSRZD4I,О683УА22,Audi,Q7,397,3436,7725,848504,petrol,J,2018-10-06,2019-01-29
1031,1038,326,WQ8YESOQYRGZ4VR97,Т251КЕ72,Honda,Fit,240,3189,5437,123034,electric,J,2014-07-21,2014-11-05
1032,247,29,BNXU5F9DOW3S3P4YF,Р839ЕН91,Ford,Fiesta,414,3286,9923,983553,petrol,E,2019-08-27,2020-05-07
1033,1739,77,MRNSAZSJOSPUHDC3C,У554РС54,Mercedes,E-Class,330,2348,7481,884660,petrol,J,2013-11-17,2014-10-05
1034,1347,638,G39ENWR3G2GMO24LX,А753МО52,Volkswagen,Tiguan,642,1511,8841,196542,petrol,F,2022-07-10,2023-12-01
1035,1289,501,5L5PQBGWQDA89CGQK,М674УВ36,Hyundai,Tucson,498,1086,6038,151039,hybrid,A,2010-12-13,2015-09-23
1036,1742,205,26R4G1S22ZGZD6JM0,Н305ОХ40,Volkswagen,Passat,228,933,4579,418065,electric,F,2010-12-04,2019-02-01
1037,1690,127,MAATI5P0WE2H7LCVK,Х464АН28,Kia,Rio,530,1422,5315,467807,petrol,M,2022-08-25,2023-08-02
1038,1942,43,135QA4BOVWHAXOIQR,У032ХТ01,Ford,F-150,548,974,5852,253791,hybrid,S,2013-07-05,2021-02-25
1039,1989,297,OU9NYHTJ8KW7P2PCF,А390КХ60,Hyundai,Tucson,743,3014,7045,824011,electric,E,2011-05-26,2021-11-08
1040,705,714,X1R56RSRS6GIJF31J,К024СН38,Kia,Sportage,225,1977,4242,183569,petrol,E,2022-06-15,2024-06-10
1041,49,13,YOW7FW4ZIQGPQON6U,Р016ХА92,BMW,7 Series,690,2943,1234,566467,hybrid,F,2012-09-15,2024-08-15
1042,1239,302,A9LR9SXZYVQKTWAIQ,А892ЕА41,Hyundai,Creta,249,1357,7699,331639,hybrid,S,2013-04-15,2019-08-16
1043,1259,462,GLX8GEWNWCBW596QO,Е731ТР56,Volkswagen,Tiguan,712,3055,2819,485161,petrol,A,2006-09-23,2007-06-20
1044,1044,56,UC20UPTSNFE7CPV2U,Х803ХТ29,Ford,Mustang,295,2569,7279,966767,diesel,J,2023-08-03,2023-11-14
1045,1766,665,CI7KOA1C7G2T4D0MG,М500ХА12,Honda,Pilot,415,2924,3161,578865,electric,M,2017-10-20,2023-03-04
1046,115,951,HRM7KL6YND81NJ6YL,Х786ВВ96,Audi,Q7,376,2020,3676,455118,electric,D,2020-07-07,2025-02-08
1047,300,480,9Y92U6FWEZ7LTKBND,Х235СВ65,Honda,Accord,321,1550,8692,692987,electric,E,2012-11-24,2025-01-27
1048,1199,25,V62G0DP0PKG31OLT1,Р834РС56,Audi,Q7,229,3132,6691,965785,diesel,J,2017-05-26,2022-02-21
1049,1120,672,2BTXRTCLIYQ72TDLP,А273ХУ27,Ford,Focus,587,1157,2163,467910,electric,J,2010-04-19,2021-12-21
1050,1108,569,2FWO7ZTIVIIUT6S4N,О427АМ51,BMW,X5,348,1011,4395,356634,diesel,J,2014-07-18,2024-09-22
1051,882,177,8UU9GB376UE8Y8RGJ,Р738НВ84,Volkswagen,Touareg,782,857,8107,276073,hybrid,D,2009-10-09,2015-02-10
1052,526,504,FNHI8WAPN4BAUL160,Е973ЕК99,Toyota,Camry,65,1287,4638,233771,petrol,C,2016-04-24,2017-07-01
1053,1617,482,N3L1NQNZXOVMHYTIL,Р672ХА77,BMW,3 Series,409,1331,6682,358633,diesel,M,2018-08-09,2021-05-21
1054,799,402,8DZ6CME5NO8DCVHPZ,Т329МТ09,Honda,Civic,767,2431,3162,257745,hybrid,B,2007-07-06,2019-12-30
1055,1345,585,DO4Q02A35AYU4EMWX,К120ЕК52,Honda,Accord,757,1267,3763,348880,hybrid,B,2006-01-04,2012-01-21
1056,901,988,XZGIY7K2UTCR63EWG,У695МЕ24,Mercedes,GLC,696,1801,2553,751326,hybrid,A,2007-11-29,2016-09-21
1057,1632,496,SSXRJ2L79HE8VC0RH,Х642ХХ67,Honda,Civic,555,2498,2526,632463,hybrid,E,2012-03-18,2024-07-06
1058,816,780,T8J0ZXVSIG7I2XFRA,А631УО12,Lexus,ES,705,1804,9100,426528,petrol,E,2020-01-08,2020-06-06
1059,1306,30,A4751DQJ34PNIBM8K,Х675ХР10,Audi,Q7,773,1578,5447,262298,electric,J,2009-11-07,2011-09-17
1060,220,627,E94CWA1E3NV2LMNUC,В431ВА17,Lexus,NX,260,2899,8167,885491,electric,F,2020-12-15,2021-06-05
1061,1357,924,JDBPRZ09E3TBB4KDJ,У351ВС52,Honda,Civic,474,2628,2781,709770,electric,F,2023-04-02,2024-04-02
1062,776,661,N0WANQ63FDEXLJ7I5,В200ВА89,Honda,Accord,730,2267,6283,478222,petrol,A,2007-11-30,2023-04-01
1063,834,853,6473Z321XKGLQN87C,С571ХЕ50,Lexus,NX,768,3066,1422,530688,hybrid,E,2012-01-15,2020-06-09
1064,504,466,Q314Z5O2ICDFQP83K,Н111ХТ51,Toyota,RAV4,741,2325,5166,272150,electric,C,2008-06-15,2022-08-07
1065,355,532,5EK9ATVW8PRGPRDKU,К897ВХ06,Hyundai,Elantra,328,2681,4296,657859,diesel,B,2008-05-30,2017-04-16
1066,244,505,1NLACMFZNP1O8J8MT,О627ОТ15,Hyundai,Elantra,662,914,3607,514959,hybrid,E,2017-03-11,2019-06-20
1067,43,728,7DUEUI8838SVBDFR4,С443КС96,Mercedes,G-Class,699,1841,5767,195278,diesel,F,2024-01-25,2024-05-19
1068,1887,940,LFGS8WACB5ARAHKFK,А302РК54,Kia,Rio,349,1744,8170,713876,electric,F,2007-11-19,2022-08-20
1069,1603,346,0N79ROWOCELS4TJT8,У078ХМ49,Hyundai,Elantra,120,3283,5567,134414,diesel,J,2021-12-16,2023-02-27
1070,1313,828,7M1BJ6YDX0W9E6UF4,Е909ТС15,Audi,A6,413,1790,5867,794272,diesel,D,2008-04-06,2014-04-18
1071,1212,317,Q3TYXN3WJRJWLVKR8,О935ОТ33,BMW,X5,698,1521,3949,736546,petrol,S,2008-10-17,2019-08-09
1072,1246,599,UU75L67FHWNXQL9LH,Х210ОК19,Volkswagen,Tiguan,650,995,2533,503533,hybrid,D,2024-11-17,2024-12-25
1073,1049,94,72EBXNMXFXY3XQZ69,В752ВХ32,Audi,Q7,82,2187,6866,123720,diesel,E,2010-10-31,2020-05-28
1074,1143,21,8UUS3OJSJJVFCBRED,А215СТ37,Lexus,NX,392,1846,9583,445424,petrol,A,2019-02-25,2024-12-23
1075,928,108,KG0JGQ3VABKE2O01Y,Х641ОТ98,Volkswagen,Polo,205,1289,6991,332914,diesel,M,2008-05-15,2019-03-14
1076,579,125,GEHU4VPUPG33CLGEE,О967ТУ09,Mercedes,C-Class,566,2935,3784,991673,electric,B,2006-02-19,2017-12-11
1077,207,361,MHI5Q9GLAR2LVF6VU,Н401ХТ09,BMW,5 Series,64,3462,9390,908170,hybrid,S,2015-11-29,2022-12-25
1078,136,782,J0OZDDRDB5AAEHU8N,М068РР95,Kia,Sorento,572,1019,5062,964012,diesel,M,2021-03-16,2024-03-28
1079,1706,427,I84VC3XW8BKG0KIT5,Н969АХ13,Honda,CR-V,671,1323,6818,509398,diesel,C,2020-02-19,2023-06-24
1080,1343,797,JJC4GILNLHON0H762,С644НР08,BMW,X5,671,3195,1955,830285,electric,C,2015-01-31,2024-09-24
1081,883,179,B62ROVMQJOOBJ8LPG,Н454ВХ95,Kia,Optima,749,2513,7599,919210,petrol,S,2016-12-28,2020-05-24
1082,1815,73,MDZR7PGH6OTJAG0RA,А634ВХ89,Toyota,Land Cruiser,167,2763,2939,447204,electric,A,2017-11-10,2018-02-11
1083,6,526,2PCYZXQ3DRANED4N2,С200НХ49,Honda,Accord,330,2895,3413,326619,electric,M,2025-02-24,2025-03-27
1084,624,917,40LLS14YEL7Q9L7ET,О745РА87,Mercedes,GLC,567,1843,8262,793064,hybrid,D,2012-03-24,2019-08-26
1085,704,326,4PGH9HES7GVTIVIV9,У589ВР44,Audi,A4,594,1531,9738,856612,electric,S,2015-06-11,2015-08-21
1086,559,625,R7XYD52NZT6NDQQ05,В562МО84,Audi,A6,202,1150,2883,419651,petrol,A,2010-12-17,2011-09-23
1087,439,130,71YZMQ3WFEOQV1GEZ,Х112АС12,Honda,Accord,347,2272,3517,829346,diesel,A,2021-12-15,2024-04-07
1088,1610,911,HYAFYAYCES53MVTUY,Н967МО60,Lexus,RX,437,2435,4545,694248,diesel,F,2022-04-03,2024-03-09
1089,970,557,4GF0FVXGEQ2W3ZHRV,С120АС37,Hyundai,Solaris,613,2087,9975,206782,petrol,D,2018-01-02,2023-04-02
1090,154,885,7S0HNDKYC6OS8QYE3,Е022КЕ58,Ford,Explorer,650,2123,2435,991005,hybrid,E,2020-10-09,2022-05-19
1091,1741,341,8VBMOJSAYKPF4M0VA,У965КО34,Ford,Mustang,576,3100,3105,324509,electric,F,2024-09-05,2024-12-22
1092,1042,300,JREZYD04PQ9A8ZKKK,А576НК69,Audi,Q5,329,3316,9530,411338,hybrid,A,2016-02-15,2017-03-29
1093,706,327,7XEJQTXC3FF4M2J1V,С648ВО73,Volkswagen,Golf,398,3076,7564,681764,electric,J,2020-12-23,2023-02-07
1094,216,701,880T554QQZ4IM9HPG,М161ТТ60,Toyota,Camry,567,2945,2654,480754,electric,C,2018-10-17,2020-09-15
1095,120,261,UMHC6UH9U087AKBHT,У561ЕУ01,Audi,A6,345,2120,9475,660560,hybrid,D,2006-10-24,2008-03-08
1096,1069,290,L5IVTOP9SZJK73DM4,С037УО86,Kia,Optima,224,3415,9847,535896,hybrid,B,2016-10-17,2022-08-13
1097,871,702,JZZXYBUEZMG0TKJ66,Н244НМ30,BMW,7 Series,437,3188,3066,914968,electric,C,2013-03-23,2017-12-09
1098,804,805,ZN5Y3DY254LA1NZSJ,Р844ЕА60,Lexus,LS,633,3016,2438,601149,electric,S,2009-01-26,2016-08-27
1099,1299,351,WH20YGQ3JIPL27NQO,Е549ВР38,Honda,Fit,576,2499,4178,960470,electric,D,2021-10-23,2022-01-16
1100,1779,615,9DGLG3CEHRD3KQQST,У088ХН68,Toyota,Camry,81,2315,9491,502227,electric,A,2012-10-27,2015-06-27
1101,54,827,Z46X5Q7PDW5XDZ4E9,В556КЕ55,Audi,A4,523,2555,8156,459037,hybrid,C,2014-06-03,2025-02-04
1102,264,983,PNKT35U9AYTIK253S,Р048ЕА55,Mercedes,GLC,334,2305,6399,591436,electric,J,2005-08-14,2020-12-22
1103,1338,563,I5CYEYBRBCCBXTAM4,М866РР31,Mercedes,S-Class,751,1358,8210,374483,electric,A,2011-09-29,2016-01-11
1104,86,144,TAGLIMC5C9GF6BN0H,М344ТН09,BMW,7 Series,323,879,6394,515864,electric,E,2013-09-13,2015-06-07
1105,634,744,IW8CZA0XODQSVWWC3,У586ВХ54,Honda,Accord,508,1094,4772,407669,diesel,S,2016-04-09,2020-09-09
1106,246,707,IVW62M7W2EIFURYII,М889УС79,Mercedes,S-Class,368,2795,6213,688456,hybrid,D,2014-11-03,2018-03-16
1107,177,290,I1TT0IMTDSGDYCD3O,Х788ХС50,Lexus,GX,636,2071,4167,436850,diesel,A,2018-08-24,2024-12-01
1108,1413,278,84QM9GKV0735PGVEQ,Т338НТ66,Audi,A4,118,2468,5021,457442,diesel,M,2018-04-29,2023-11-14
1109,1578,349,WLWH1B9OA1OQ4W07T,В170ВС18,Hyundai,Santa Fe,262,3494,3933,342493,electric,M,2009-09-18,2017-01-22
1110,293,700,NSGNKB4K14ASEDCZ8,У891ОХ75,Volkswagen,Polo,630,3030,6669,939840,diesel,E,2006-12-01,2019-08-27
1111,1314,430,XLDM59NH0HBGWBYRH,Е654НС04,Honda,Civic,643,3156,8894,440054,electric,E,2025-03-04,2025-04-15
1112,46,610,ZJIOTRY4BDE9OK518,О637АМ60,Kia,Sportage,364,1779,9590,709425,diesel,J,2006-10-14,2011-10-31
1113,1319,384,T21TJNU57KTF2699M,С699ВМ81,BMW,5 Series,794,3086,1056,803255,petrol,J,2020-12-30,2023-03-12
1114,74,993,9W1J6RJACAG5GOUAK,Е896ОР21,Audi,A4,461,2865,3240,543586,petrol,J,2009-05-23,2016-04-11
1115,1730,988,IA5R1C0SRL76ZVNPM,Х956КН95,Kia,Sportage,776,1666,8718,293474,hybrid,M,2012-04-23,2014-11-20
1116,1455,508,KQ0H6FFR81982ZUNK,Р598УХ61,Lexus,RX,562,1055,3136,148180,hybrid,C,2016-11-06,2021-11-14
1117,1723,283,L24095O4C78ZSJ42P,К857ОК20,Hyundai,Santa Fe,506,3261,4426,934369,petrol,J,2009-01-10,2012-08-29
1118,570,786,EWOXCTFRXL9LDMMGW,Н181ОУ54,Honda,CR-V,145,1723,6400,912523,electric,D,2014-08-22,2022-12-09
1119,1590,43,D8OGWDSU8C592XW6O,А614РА56,Hyundai,Solaris,321,1047,5881,879846,petrol,J,2007-10-26,2018-09-06
1120,1205,561,PVW8SOE7Y1TJQ1NMZ,Е352ХТ74,Ford,Focus,289,1647,6365,901706,diesel,B,2018-01-21,2021-11-10
1121,954,777,YGPM05TVS4XYCFXN6,М515РС52,Hyundai,Solaris,544,2646,6273,762486,hybrid,B,2022-02-22,2024-04-30
1122,386,737,XHS7ODTVDJ5VABY85,К255АО13,Toyota,Camry,743,2113,1189,180743,electric,E,2007-07-12,2022-07-25
1123,1089,309,252LPSXXTAKZCJMAX,К222РН19,Audi,A3,135,1136,3131,693875,hybrid,A,2010-07-16,2015-05-02
1124,153,959,9WE3NLI7WLDJN8TER,В402АЕ64,BMW,5 Series,199,1009,5156,909185,hybrid,D,2005-07-29,2019-02-09
1125,1034,111,847CHSTVYPD3KUYET,А842УВ78,Ford,Fiesta,702,1489,1590,951953,petrol,F,2019-09-22,2024-11-26
1126,632,982,T0JL6AQGYVWMZU11H,В554АТ03,Mercedes,GLC,192,1739,2874,712997,diesel,D,2016-03-25,2022-12-25
1127,750,977,Q73H2CUUQC9B0TF5Y,Р720ВУ60,Hyundai,Elantra,322,976,8110,668426,hybrid,A,2007-05-31,2011-07-13
1128,1813,454,21MHK5D1UGIG4GEWV,М060ОР28,Honda,Fit,527,892,5591,871946,hybrid,F,2023-12-18,2024-03-13
1129,886,801,FZVY3VRPB46VI2J8V,А663ЕР29,Ford,Fiesta,232,2973,1363,996156,hybrid,M,2020-08-22,2021-01-11
1130,1842,177,38C20MD0B4DXFBBKC,К722НН04,Ford,Mustang,726,1157,1535,727933,petrol,A,2015-08-31,2016-12-19
1131,210,352,DR9KBPNQMTQ6P1QEB,Х883РХ37,Toyota,Land Cruiser,82,2260,1560,610237,hybrid,S,2023-09-24,2024-10-10
1132,1964,527,B1N711TVBWND9I7SP,Н214НК55,BMW,X3,490,1896,7018,258125,diesel,C,2011-12-13,2023-08-05
1133,2000,95,PKZ83BAEI0E3UD5JT,О226РА04,Volkswagen,Tiguan,87,3039,7164,108663,hybrid,D,2020-02-29,2021-03-07
1134,1664,651,EKO84BYEMFKUITRCM,В465УТ84,Ford,Explorer,351,3457,6428,487167,electric,F,2011-04-19,2020-08-22
1135,70,928,LTVZY7J7PVCWJCFXN,Р350КА81,Ford,F-150,96,2523,7701,429450,petrol,E,2012-09-24,2023-07-06
1136,338,629,OBNLJUDP851KZPY1E,Р596УР83,Lexus,GX,221,1053,8719,335723,electric,S,2013-12-04,2025-02-01
1137,942,187,83ITSID1WK2NCEM9F,С607ХМ30,Toyota,Camry,514,3244,7796,423898,electric,S,2005-09-12,2009-01-02
1138,538,207,9BGGUCCBN6MVJ6J80,Р672МА87,Toyota,Land Cruiser,211,3386,6836,560311,petrol,A,2005-09-27,2022-04-18
1139,121,776,KXKISIO0YV3MYHPTR,К549СУ58,Volkswagen,Passat,539,1405,7413,567417,diesel,F,2022-07-06,2022-11-14
1140,584,463,8PVASAK7A7NFQX2D6,Е437ХС04,Hyundai,Elantra,479,1029,6493,308287,electric,J,2019-04-30,2022-12-12
1141,1575,811,M1NWDAM3W8Q21UQJH,С965СМ31,Toyota,RAV4,607,2781,5328,561462,hybrid,J,2021-06-03,2022-05-07
1142,1110,649,ZZ9JZSPMONIS26XHJ,Р367НР77,Mercedes,GLC,342,1646,5728,518116,diesel,S,2012-10-24,2013-06-24
1143,487,731,YW2KZOM58OGIQBUO5,Е395УВ42,Toyota,Prius,713,1156,7001,515407,diesel,C,2011-10-29,2024-07-15
1144,1475,288,KDKSU63659N14LTPP,В601МА41,Mercedes,G-Class,427,1612,8636,804645,electric,B,2014-04-04,2018-12-27
1145,1047,856,ZFT796NHONNGVM2J3,Н280ОК95,Kia,Sorento,109,2916,8689,779811,hybrid,E,2019-01-11,2019-08-21
1146,188,10,ULHBUNO57ZO4POUPD,В993ЕВ76,Volkswagen,Polo,442,2025,5912,781736,diesel,D,2016-05-04,2016-09-29
1147,528,382,XPHQPREDB1BMACB6Q,С507ВВ14,Kia,Cerato,105,3272,3516,837430,hybrid,S,2025-04-05,2025-04-15
1148,309,919,XFM1Y5SZG0TD96HOW,Х236АА12,Mercedes,S-Class,333,3112,1968,924740,electric,A,2007-02-18,2020-10-01
1149,743,43,6SVJV1OEOTYYRTXUT,Е117СХ60,BMW,5 Series,119,1145,6990,648834,hybrid,A,2010-07-15,2016-10-13
1150,807,819,EI4OQF3UNF98UEJ4J,Х562ХН47,BMW,3 Series,404,985,8861,648916,diesel,M,2006-12-22,2025-03-06
1151,1758,44,G60FS9J2WVW4UDUZP,В847КО33,Lexus,GX,317,2486,4607,475042,diesel,F,2017-09-02,2017-09-16
1152,1727,984,INUUM6HP3NIM26HTM,Т712НР01,Ford,Mustang,234,2105,8032,533287,hybrid,M,2024-06-01,2024-10-14
1153,930,478,KUV7N4QN4WWBLTRYC,У969АС68,BMW,X3,65,1296,1337,865837,electric,C,2023-02-22,2023-05-08
1154,308,798,UHAAU69ZTG66W87OO,Х860НН20,Mercedes,G-Class,547,1983,8772,902348,diesel,J,2008-11-22,2019-09-11
1155,946,605,1PDX8ZBFNZOHD32G8,У228СУ83,Honda,Pilot,651,2662,6531,779902,hybrid,J,2023-05-16,2023-10-14
1156,307,771,HLCK1EVO28K8H4G1B,Н574СО43,Hyundai,Elantra,443,2236,8036,578008,diesel,B,2018-05-12,2021-02-10
